,X,name,status,region,city,funding_rounds,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,market_type,diff_funding_year,status_label,total_investment_label,diff_funding_year_label,funding_rounds_label,seed_label,venture_label,total_investment_cde,diff_funding_year_cde,funding_rounds_cde,seed_cde,venture_cde
1,1,#waywire,acquired,New York City,New York,1,1750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
2,2,1-800-DENTIST,operating,Los Angeles,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
3,3,1000memories,acquired,SF Bay Area,San Francisco,2,15000,2520000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5055000,1,1.083333333,1,high_medium,low,low,low,medium,2,0,0,0,1
4,4,1000museums.com,operating,Seattle,Bellevue,6,0,3814772,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4962651,1,4.916666667,1,high_medium,high,high,low,medium,2,1,1,0,1
5,5,100Plus,acquired,SF Bay Area,San Francisco,2,750000,5.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250000,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
6,6,1010data,operating,New York City,New York,1,0,3.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
7,7,10X Technologies,operating,SF Bay Area,Oakland,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
8,8,10X10 Room,operating,Boston,Lexington,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77500,1,0,1,low,low,low,low,low,0,0,0,0,0
9,9,120 Sports,operating,Chicago,Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
10,10,12Society,acquired,Los Angeles,West Hollywood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
11,11,1366 Technologies,operating,Boston,Bedford,8,0,63450000,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,124750000,0,5.666666667,1,high,high,high,low,high,3,1,1,0,2
12,12,140 Proof,operating,SF Bay Area,San Francisco,2,0,5500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.10E+07,0,1.75,1,high_medium,high,low,low,medium,2,1,0,0,1
13,13,140Fire,operating,Los Angeles,Santa Monica,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
14,14,15Five,operating,SF Bay Area,San Francisco,3,2200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400000,1,2.75,1,high_medium,high,high,high,low,2,1,1,1,0
15,15,16 Mile Solutions,operating,Seattle,Seattle,1,0,199957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199957,1,0,1,low,low,low,low,low,0,0,0,0,0
16,16,170 Systems,acquired,Boston,Bedford,1,0,1.40E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.80E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
17,18,1Energy Systems,operating,Seattle,Seattle,1,0,1450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450000,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
18,19,1Life Healthcare,operating,SF Bay Area,San Francisco,1,0,3.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.00E+07,0,0,1,high,low,low,low,high,3,0,0,0,2
19,20,1RP Media,operating,Los Angeles,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
20,21,1stdibs,operating,New York City,New York,4,0,5.70E+07,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.32E+08,1,2.166666667,1,high,high,high,low,high,3,1,1,0,2
21,22,1World Online,operating,SF Bay Area,San Jose,2,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.00E+06,1,0.333333333,1,low_medium,low,low,low,medium,1,0,0,0,1
22,23,2080 Media,operating,Atlanta,Atlanta,5,0,35700000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,69500000,1,2.916666667,1,high,high,high,low,high,3,1,1,0,2
23,24,20x200,operating,New York City,New York,2,0,2800000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5600000,0,0.833333333,1,high_medium,low,low,low,medium,2,0,0,0,1
24,25,2.10E+07,operating,SF Bay Area,San Francisco,1,0,5050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050000,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
25,26,23andMe,operating,SF Bay Area,Mountain View,6,0,110549900,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,222499800,1,7.166666667,1,high,high,high,low,high,3,1,1,0,2
26,27,248 SolidState,operating,Los Angeles,Rolling Hills Estates,1,0,5.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.00E+06,0,0,1,low_medium,low,low,low,low,1,0,0,0,0
27,28,24Fundraiser.com,operating,Chicago,Willowbrook,1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E+05,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
28,29,27 bards,operating,SF Bay Area,Stanford,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
29,30,28msec,operating,SF Bay Area,Palo Alto,1,0,5844811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5844811,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
30,31,2AdPro Media Solutions,operating,Los Angeles,Woodland Hills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
31,32,2DOLife.com,operating,SF Bay Area,San Pablo,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,1,low,low,low,low,low,0,0,0,0,0
32,33,2nd Watch,operating,Seattle,Seattle,4,0,37644420,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,70644420,1,2.833333333,1,high,high,high,low,high,3,1,1,0,2
33,34,2NDNATURE,operating,SF Bay Area,Santa Cruz,1,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,1,low,low,low,low,low,0,0,0,0,0
34,35,3-V Biosciences,operating,SF Bay Area,Menlo Park,4,0,78089000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,128089000,1,3.916666667,1,high,high,high,low,high,3,1,1,0,2
35,36,312 Capital,operating,Chicago,Chicago,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,0,0,1,low_medium,low,low,low,low,1,0,0,0,0
36,37,33Across,operating,New York City,New York,5,750000,24904560,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,49039120,0,3.416666667,1,high,high,high,high,high,3,1,1,1,2
37,38,360imaging,operating,Atlanta,Atlanta,2,0,1.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+06,1,1.166666667,1,low_medium,low,low,low,low,1,0,0,0,0
38,39,365 Data Centers,operating,SF Bay Area,Emeryville,1,0,1.60E+07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.20E+07,0,0,1,high,low,low,low,high,3,0,0,0,2
39,40,37coins,operating,SF Bay Area,Sunnyvale,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1,0,1,low,low,low,low,low,0,0,0,0,0
40,41,382 Communications,operating,Boston,Quincy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600000,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
41,43,3D Control Systems,operating,SF Bay Area,San Francisco,1,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,1,0,1,low,low,low,low,low,0,0,0,0,0
42,44,3D Data,operating,Boston,Quincy,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,1,low,low,low,low,low,0,0,0,0,0
43,45,3DBin,operating,SF Bay Area,Redwood City,1,0,4.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E+05,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
44,46,3Discovered,operating,Chicago,Chicago,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
45,47,3FLOZ,operating,New York City,New York,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
46,48,3Guppies,operating,Seattle,Seattle,1,0,2.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.00E+07,0,0,1,high,low,low,low,high,3,0,0,0,2
47,49,3Jam,operating,SF Bay Area,San Francisco,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.00E+06,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
48,50,3Leaf,acquired,SF Bay Area,Santa Clara,3,0,6.50E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1.30E+08,1,3.666666667,1,high,high,high,low,high,3,1,1,0,2
49,51,3Play Media,operating,Boston,Cambridge,3,50000,961601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011601,1,1.666666667,1,low_medium,high,high,low,low,1,1,1,0,0
50,52,3Scan,operating,SF Bay Area,San Francisco,3,40000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,1,1.833333333,1,low_medium,high,high,low,low,1,1,1,0,0
51,53,3seventy,operating,Austin,Austin,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+06,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
52,54,3Sourcing,operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
53,55,3TEN8,operating,SF Bay Area,Santa Clara,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+06,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
54,56,3TIER,acquired,Seattle,Seattle,3,0,1.50E+07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.70E+07,1,2.416666667,1,high_medium,high,high,low,high,2,1,1,0,2
55,57,3VR,operating,SF Bay Area,San Francisco,6,0,5.30E+07,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,109567194,0,7.666666667,1,high,high,high,low,high,3,1,1,0,2
56,58,40billion.com,operating,Atlanta,Atlanta,3,1050000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050000,0,2.166666667,1,low_medium,high,high,high,low,1,1,1,1,0
57,59,41st Parameter,acquired,SF Bay Area,San Jose,4,0,38064570,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,72334570,0,5.916666667,1,high,high,high,low,high,3,1,1,0,2
58,60,42,operating,SF Bay Area,San Francisco,2,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E+05,1,1.166666667,1,low_medium,low,low,high,low,1,0,0,1,0
59,61,422 Group,operating,Atlanta,Tucker,1,0,1.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+06,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
60,62,42Floors,operating,SF Bay Area,San Francisco,4,400000,1.70E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34400000,0,1.333333333,1,high,high,high,high,high,3,1,1,1,2
61,63,"43 Things, The Robot Co-op",operating,Seattle,Seattle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
62,64,480 Biomedical,operating,Boston,Watertown,3,0,32956999,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52956999,1,1.083333333,1,high,low,high,low,high,3,0,1,0,2
63,65,48domain,operating,Atlanta,Douglasville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
64,67,4C Insights,operating,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
65,68,4Home,acquired,SF Bay Area,Sunnyvale,6,0,9146354,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,13766354,1,3.5,1,high_medium,high,high,low,medium,2,1,1,0,1
66,69,4INFO,operating,SF Bay Area,San Mateo,8,0,64288000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,110288000,0,9.416666667,1,high,high,high,low,high,3,1,1,0,2
67,70,4Soils,operating,SF Bay Area,Stanford,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,1,low,low,low,low,low,0,0,0,0,0
68,71,4Tech,operating,Boston,Waltham,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00E+06,1,0,1,high_medium,low,low,low,low,2,0,0,0,0
69,72,5 O'Clock Records,operating,New York City,New York,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440000,1,0.75,1,low_medium,low,low,low,low,1,0,0,0,0
70,73,500Friends,acquired,SF Bay Area,San Francisco,6,1400000,9500000,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22400000,1,3.166666667,1,high,high,high,high,medium,3,1,1,1,1
71,74,5BARz International,operating,Seattle,Seattle,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6100000,1,1,1,high_medium,low,low,low,low,2,0,0,0,0
72,75,5min Media,acquired,New York City,New York,3,0,12500000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25300000,1,2.25,1,high,high,high,low,medium,3,1,1,0,1
73,76,5th Avenue Media,operating,New York City,New York,1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,1,low,low,low,low,low,0,0,0,0,0
74,77,5th Finger,operating,SF Bay Area,San Francisco,1,0,7.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.40E+07,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
75,78,5to1,acquired,Seattle,Seattle,4,0,15302260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17129760,0,1.333333333,1,high_medium,high,high,low,high,2,1,1,0,2
76,79,64 Pixels,operating,SF Bay Area,Mountain View,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,1,0,1,low,low,low,low,low,0,0,0,0,0
77,80,640 Labs,operating,Chicago,Chicago,3,2700000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050000,1,0.333333333,1,low_medium,low,high,high,low,1,0,1,1,0
78,81,6connect,operating,SF Bay Area,San Francisco,1,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.00E+06,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
79,82,6Qube,operating,Austin,Cedar Park,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,0,0,1,low,low,low,low,low,0,0,0,0,0
80,83,6Sense,operating,SF Bay Area,San Francisco,2,0,1.20E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.40E+07,1,1.083333333,1,high,low,low,low,medium,3,0,0,0,1
81,84,6SensorLabs,operating,SF Bay Area,San Francisco,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E+06,0,0,1,high_medium,low,low,low,medium,2,0,0,0,1
82,86,777 Davis,operating,SF Bay Area,San Leandro,1,2875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2875000,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
83,87,7AC Technologies,operating,Boston,Beverly,5,0,9400000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15610000,1,2.916666667,1,high_medium,high,high,low,medium,2,1,1,0,1
84,88,7mb Technologies,operating,Seattle,Seattle,2,0,460775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460775,1,0.666666667,1,low_medium,low,low,low,low,1,0,0,0,0
85,89,8020 Media,operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
86,90,818 Sports & Entertainment,operating,New York City,New York,2,2000000,2.50E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.20E+07,0,0.166666667,1,high,low,low,high,high,3,0,0,1,2
87,91,8eighty Wear,operating,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
88,92,8th Story,operating,Los Angeles,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
89,93,8tracks Radio,operating,SF Bay Area,San Francisco,2,1500000,1279980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779980,0,1.833333333,1,low_medium,high,low,high,medium,1,1,0,1,1
90,94,8x8 Inc,acquired,SF Bay Area,San Jose,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30608728,1,0,1,high,low,low,low,low,3,0,0,0,0
91,95,9+,operating,SF Bay Area,Menlo Park,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,1,0.083333333,1,high_medium,low,low,low,low,2,0,0,0,0
92,96,908 Devices,operating,Boston,Boston,3,0,15100000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,32800000,0,2,1,high,high,high,low,high,3,1,1,0,2
93,97,99designs,operating,SF Bay Area,San Francisco,1,0,3.50E+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.00E+07,1,0,1,high,low,low,low,high,3,0,0,0,2
94,98,9Mile Labs,operating,Seattle,Seattle,1,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E+05,1,0,1,low_medium,low,low,high,low,1,0,0,1,0
95,99,9SLIDES,operating,Seattle,Redmond,2,500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925000,1,0.333333333,1,low_medium,low,low,high,low,1,0,0,1,0
96,100,9Star Research,operating,Austin,Austin,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435400,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
97,101,A and A Travel Service,operating,Los Angeles,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
98,102,A Family First Community Services,operating,Atlanta,Atlanta,1,0,5.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,0,0,1,low_medium,low,low,low,low,1,0,0,0,0
99,103,A la Mobile,operating,SF Bay Area,San Ramon,2,0,7550000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15100000,1,1.666666667,1,high_medium,high,low,low,medium,2,1,0,0,1
100,104,A.B Productions,operating,Los Angeles,Los Angeles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
101,105,A1 Software Group,operating,Atlanta,Atlanta,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,1,low,low,low,low,low,0,0,0,0,0
102,106,A10 Networks,operating,SF Bay Area,San Jose,4,0,3.80E+07,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1.56E+08,1,8.75,1,high,high,high,low,high,3,1,1,0,2
103,107,Aardvark,acquired,SF Bay Area,San Francisco,2,0,5250000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11250000,0,1.75,1,high_medium,high,low,low,medium,2,1,0,0,1
104,108,Aaron Andrews Apparel,operating,Chicago,Aurora,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
105,109,Aasonn,operating,Chicago,Naperville,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+07,0,0,1,high_medium,low,low,low,low,2,0,0,0,0
106,110,Abacast,acquired,Seattle,Vancouver,1,0,5.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
107,111,Abacus Labs,operating,New York City,New York,1,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,1,0,1,high_medium,low,low,high,low,2,0,0,1,0
108,112,Abakus,operating,SF Bay Area,Emeryville,1,0,825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825000,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
109,113,Abazab,operating,SF Bay Area,Campbell,2,0,4100000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400000,1,2.916666667,1,high_medium,high,low,low,medium,2,1,0,0,1
110,114,Abbey House Media,operating,Austin,Austin,1,0,6.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E+05,0,0,1,low_medium,low,low,low,low,1,0,0,0,0
111,115,AbbeyPost,operating,New York City,New York,5,775000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000,1,0.916666667,1,low_medium,low,high,high,low,1,0,1,1,0
112,116,Abbott Labs,operating,Chicago,Des Plaines,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6790000,0,1.916666667,1,high_medium,high,low,low,low,2,1,0,0,0
113,117,Abe's Market,operating,Chicago,Chicago,5,0,18400000,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27548000,1,3.583333333,1,high,high,high,low,high,3,1,1,0,2
114,118,AbGenomics,operating,SF Bay Area,Los Altos,3,0,39610000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56460000,1,2.166666667,1,high,high,high,low,high,3,1,1,0,2
115,119,Abigail Stewart,operating,New York City,New York,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,1,low,low,low,low,low,0,0,0,0,0
116,120,AbilTo,operating,New York City,New York,2,0,9.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.80E+07,0,0.833333333,1,high_medium,low,low,low,medium,2,0,0,0,1
117,121,Abine,operating,Boston,Boston,1,0,6467283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12934566,1,0,1,high_medium,low,low,low,medium,2,0,0,0,1
118,122,Abiogenix,operating,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
119,123,Abiquo Group,operating,SF Bay Area,Redwood City,4,0,14130737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14130737,1,3.25,1,high_medium,high,high,low,high,2,1,1,0,2
120,124,aBIZinaBOX,operating,Chicago,Evanston,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,0,0,1,low_medium,low,low,high,low,1,0,0,1,0
121,125,ABL Farms,operating,Atlanta,Forest Park,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,1,low,low,low,low,low,0,0,0,0,0
122,126,AbleSky,operating,SF Bay Area,Mountain View,1,0,1273000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273000,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
123,127,Abound Logic,operating,SF Bay Area,Santa Clara,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3705137,0,0,1,high_medium,low,low,low,low,2,0,0,0,0
124,128,about.me,operating,SF Bay Area,San Francisco,3,0,17087500,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,33762500,0,4.416666667,1,high,high,high,low,high,3,1,1,0,2
125,129,Above All Software,operating,SF Bay Area,Redwood City,1,0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,1,0,1,low_medium,low,low,low,medium,1,0,0,0,1
126,130,ABOVE Solutions,operating,Boston,Lexington,1,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,1,0,1,low_medium,low,low,low,low,1,0,0,0,0
127,131,Abroad101,operating,Boston,Boston,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,1,low,low,low,low,low,0,0,0,0,0
128,132,ABS Medical,operating,Boston,Quincy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,low,low,low,low,low,0,0,0,0,0
129,133,Acacia Communications,operating,Boston,Maynard,2,0,2.00E+07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.30E+07,1,1.416666667,1,high,high,low,low,high,3,1,0,0,2
130,134,Academia.edu,operating,SF Bay Area,San Francisco,4,600000,15600000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,33400000,1,5.833333333,1,high,high,high,high,high,3,1,1,1,2
131,135,Academic Earth,acquired,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,low,low,low,low,low,0,0,0,0,0
