,X,name,status,region,city,funding_rounds,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,total_investment,market_type,diff_funding_year,status_label,total_investment_label,diff_funding_year_label,funding_rounds_label,seed_label,venture_label,total_investment_cde,diff_funding_year_cde,funding_rounds_cde,seed_cde,venture_cde
14801,7180,MuseStorm,closed,SF Bay Area,Sunnyvale,2,0,1.00E+06,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2429763,1,1.5,0,low_medium,high,low,low,low,1,1,0,0,0
14802,1118,Badongo.com,closed,Los Angeles,Santa Monica,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.75,0,low,high,low,low,low,0,1,0,0,0
14803,10112,Smart Living Studios,closed,Chicago,Barrington,1,0,127839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127839,1,0,0,low,low,low,low,low,0,0,0,0,0
14804,6579,MarketPage,closed,SF Bay Area,Santa Clara,1,0,1.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+06,0,0,0,low_medium,low,low,low,low,1,0,0,0,0
14805,1493,Blue Vector Systems,closed,SF Bay Area,Mountain View,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.00E+06,0,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14806,4321,Gamook,closed,SF Bay Area,Menlo Park,1,0,1500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.00E+06,0,0,0,low_medium,low,low,low,medium,1,0,0,0,1
14807,5019,hopscout,closed,SF Bay Area,San Francisco,1,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14808,6944,Mixaloo,closed,New York City,Poughkeepsie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,low,low,low,0,0,0,0,0
14809,2661,Corensic,closed,Seattle,Seattle,2,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.20E+07,1,1.916666667,0,high_medium,high,low,low,medium,2,1,0,0,1
14810,1478,Blue Buzz Network,closed,SF Bay Area,San Francisco,1,0,1310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310000,1,0,0,low_medium,low,low,low,medium,1,0,0,0,1
14811,7370,Nelbee,closed,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14812,1302,Big Live,closed,SF Bay Area,San Francisco,5,0,4365359,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6313359,1,2.25,0,high_medium,high,high,low,medium,2,1,1,0,1
14813,8375,Pinkdingo,closed,New York City,New York,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14814,4144,For Your Imagination,closed,New York City,New York,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,0,0,0,low_medium,low,low,low,low,1,0,0,0,0
14815,8409,Pixelpipe,closed,SF Bay Area,San Francisco,2,0,2300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4600000,1,4.25,0,high_medium,high,low,low,medium,2,1,0,0,1
14816,6389,Loud3r,closed,Los Angeles,Pasadena,2,0,3529175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4529175,1,0.5,0,high_medium,low,low,low,medium,2,0,0,0,1
14817,12161,Waddle,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14818,7226,MyDatingTree,closed,Atlanta,Atlanta,1,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,low,low,low,low,low,0,0,0,0,0
14819,8838,Q.branch,closed,SF Bay Area,Palo Alto,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14820,8827,Pushkart,closed,New York City,Brooklyn,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,0,low,low,low,low,low,0,0,0,0,0
14821,10687,StyleTrek,closed,New York City,New York,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14822,10785,SweetSlap,closed,SF Bay Area,San Francisco,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,0,low,low,low,low,low,0,0,0,0,0
14823,2457,Cognection,closed,New York City,New York,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1,0,0,low,low,low,low,low,0,0,0,0,0
14824,9516,Saltlick Labs,closed,Austin,Austin,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,1,0,0,low,low,low,low,low,0,0,0,0,0
14825,10687,StyleTrek,closed,New York City,New York,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14826,2077,Centrl,closed,New York City,New York,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14827,6016,Lagotek,closed,Seattle,Bellevue,1,0,5063236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10126472,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14828,10531,StandardNine,closed,SF Bay Area,San Francisco,2,0,6016903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12033806,0,2.25,0,high_medium,high,low,low,medium,2,1,0,0,1
14829,3821,FamilyFinds,closed,Los Angeles,Santa Monica,1,0,5750000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11500000,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14830,1623,BragThis.com,closed,New York City,New York,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14831,3740,Exit41,closed,Boston,Andover,4,0,21800000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.90E+07,1,4.25,0,high,high,high,low,high,3,1,1,0,2
14832,3891,Faves,closed,Seattle,Seattle,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14833,12555,Yasmo,closed,SF Bay Area,San Francisco,4,112000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435000,1,3,0,low_medium,high,high,low,low,1,1,1,0,0
14834,2408,ClrTouch,closed,New York City,Brooklyn,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,0,low,low,low,low,low,0,0,0,0,0
14835,7793,Ondeego,closed,SF Bay Area,Berkeley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14836,12327,WHObyYOU,closed,New York City,New York,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,1,0,0,low,low,low,low,low,0,0,0,0,0
14837,3361,Ecast,closed,SF Bay Area,San Francisco,4,0,30300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42600000,0,4.666666667,0,high,high,high,low,high,3,1,1,0,2
14838,10451,Spoofem.com,closed,Atlanta,Norcross,1,0,147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147000,1,0,0,low,low,low,low,low,0,0,0,0,0
14839,8783,PublicEarth,closed,SF Bay Area,Menlo Park,2,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.00E+06,0,2.25,0,high_medium,high,low,low,medium,2,1,0,0,1
14840,943,Atrica,closed,SF Bay Area,Santa Clara,1,0,22200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44400000,1,0,0,high,low,low,low,high,3,0,0,0,2
14841,12286,WeShow,closed,New York City,New York,1,0,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00E+07,0,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14842,2077,Centrl,closed,New York City,New York,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14843,1348,Bioenvision,closed,New York City,New York,1,0,7410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7410000,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14844,8636,PrePayMe,closed,New York City,Brooklyn,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,0,low,low,low,low,low,0,0,0,0,0
14845,7278,mywaves,closed,SF Bay Area,Sunnyvale,1,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.20E+07,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14846,8388,Pipewise,closed,SF Bay Area,San Francisco,1,0,3500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.00E+06,0,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14847,1811,C2 Microsystems,closed,SF Bay Area,San Jose,1,0,1.00E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+07,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14848,10589,Stickybits,closed,New York City,New York,2,300000,1600000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3500000,1,0.166666667,0,high_medium,low,low,low,medium,2,0,0,0,1
14849,6198,LilLuxe,closed,SF Bay Area,Sausalito,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14850,2432,code-laboration,closed,Boston,Cambridge,3,80000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,1,0.583333333,0,low,low,high,low,low,0,0,1,0,0
14851,11011,TeleFlip,closed,Los Angeles,Santa Monica,2,0,4900000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9800000,0,1.416666667,0,high_medium,high,low,low,medium,2,1,0,0,1
14852,7725,OfferLounge,closed,SF Bay Area,Morgan Hill,1,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,0,0,low,low,low,low,low,0,0,0,0,0
14853,8375,Pinkdingo,closed,New York City,New York,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14854,10020,Sionex,closed,Boston,Bedford,1,0,1.20E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.40E+07,1,0,0,high,low,low,low,medium,3,0,0,0,1
14855,10109,Smalltown,closed,SF Bay Area,San Mateo,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.00E+06,0,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14856,2343,clipsync,closed,SF Bay Area,San Francisco,2,0,1510017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510017,1,0.333333333,0,low_medium,low,low,low,medium,1,0,0,0,1
14857,609,Anagran,closed,SF Bay Area,Sunnyvale,2,0,22600000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,45200000,1,2.75,0,high,high,low,low,high,3,1,0,0,2
14858,7277,MyVerse,closed,SF Bay Area,San Francisco,1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00E+05,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14859,7010,Moblyng,closed,SF Bay Area,Redwood City,8,0,18630000,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,29010000,0,4.166666667,0,high,high,high,low,high,3,1,1,0,2
14860,928,AtlanteTrek,closed,Seattle,Seattle,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,0,low,low,low,low,low,0,0,0,0,0
14861,5017,Hopscotch,closed,SF Bay Area,San Francisco,2,0,2.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E+06,1,2.833333333,0,low_medium,high,low,low,medium,1,1,0,0,1
14862,6633,Maui Imaging,closed,SF Bay Area,Sunnyvale,1,0,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14863,5294,Infineta Systems,closed,SF Bay Area,San Jose,2,0,3.00E+07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.00E+07,1,1,0,high,low,low,low,high,3,0,0,0,2
14864,8593,Power Analog Microelectronics,closed,SF Bay Area,Santa Clara,1,0,6.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.20E+07,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14865,1066,Axis Semiconductor,closed,Boston,Boxborough,4,0,1025000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4025000,1,1.333333333,0,high_medium,high,high,low,low,2,1,1,0,0
14866,5185,iKoa,closed,SF Bay Area,Menlo Park,4,0,17200000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30100000,1,3.083333333,0,high,high,high,low,high,3,1,1,0,2
14867,11061,Teranode,closed,Seattle,Seattle,2,0,9500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19900000,1,4,0,high_medium,high,low,low,medium,2,1,0,0,1
14868,3836,FanFound,closed,Chicago,Chicago,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14869,4895,HellHouse Media,closed,Seattle,Renton,1,0,250000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.00E+05,0,0,0,low_medium,low,low,low,low,1,0,0,0,0
14870,10871,Taggstr,closed,SF Bay Area,San Jose,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,0,0,low,low,low,low,low,0,0,0,0,0
14871,12595,Yoomly,closed,SF Bay Area,San Mateo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14872,12364,WiNetworks,closed,New York City,New York,2,0,1.90E+07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.00E+07,1,2.5,0,high,high,low,low,high,3,1,0,0,2
14873,10206,SocialMatica,closed,SF Bay Area,San Francisco,3,0,1500000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4276000,1,1.416666667,0,high_medium,high,high,low,medium,2,1,1,0,1
14874,1408,BizGreet,closed,Austin,Austin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14875,5911,Klir Technologies,closed,Seattle,Seattle,1,0,8700000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17400000,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14876,9283,RevoDeals,closed,Chicago,Chicago,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1,0,0,low,low,low,low,low,0,0,0,0,0
14877,4595,gopogo,closed,New York City,New York,1,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14878,11614,Twigmore,closed,New York City,New York,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275000,1,1.333333333,0,low,high,low,low,low,0,1,0,0,0
14879,11612,Twibingo,closed,New York City,New York,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,low,low,low,low,low,0,0,0,0,0
14880,9063,Really Simple,closed,New York City,New York,2,0,1347498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347498,1,0.666666667,0,low_medium,low,low,low,medium,1,0,0,0,1
14881,10107,Smallaa,closed,SF Bay Area,San Jose,1,0,3.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,1,0,0,low_medium,low,low,low,medium,1,0,0,0,1
14882,720,Applied Quantum Technologies,closed,SF Bay Area,Santa Clara,5,0,33450000,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,83220145,0,5,0,high,high,high,low,high,3,1,1,0,2
14883,5035,Hotlist,closed,New York City,New York,4,25000,624998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449998,1,3.666666667,0,low_medium,high,high,low,low,1,1,1,0,0
14884,4659,GreenGoose!,closed,SF Bay Area,San Francisco,2,1100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14885,921,atHomestars,closed,New York City,New York,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+05,0,0,0,low,low,low,low,low,0,0,0,0,0
14886,11630,Twonq,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E+05,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14887,8635,PrePay,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,low,low,low,0,0,0,0,0
14888,3869,FashionAde.com (Abundant Closet),closed,Atlanta,Atlanta,1,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,1,0,0,low,low,low,low,low,0,0,0,0,0
14889,3871,Fashism,closed,New York City,New York,1,0,1.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.00E+06,0,0,0,low_medium,low,low,low,low,1,0,0,0,0
14890,5598,itzbig,closed,Austin,Austin,1,0,4.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.00E+06,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14891,1718,Broadchoice,closed,SF Bay Area,San Mateo,1,0,2700000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5400000,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14892,8838,Q.branch,closed,SF Bay Area,Palo Alto,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14893,7322,Nascentric,closed,Austin,Austin,2,0,13400000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26800000,1,1.166666667,0,high,low,low,low,high,3,0,0,0,2
14894,6194,LikeList,closed,SF Bay Area,Sunnyvale,1,0,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.00E+07,0,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14895,10814,Sychron Advanced Technologies,closed,Austin,Austin,1,0,5.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.00E+07,1,0,0,high_medium,low,low,low,medium,2,0,0,0,1
14896,7642,nprogress,closed,Los Angeles,Los Angeles,1,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14897,6198,LilLuxe,closed,SF Bay Area,Sausalito,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14898,7611,Notifo,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14899,7284,N-Sided,closed,SF Bay Area,San Francisco,1,0,378000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,756000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14900,3326,e-Tag,closed,SF Bay Area,Santa Clara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14901,10294,Sonda41,closed,SF Bay Area,Sunnyvale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,low,low,low,0,0,0,0,0
14902,1042,Aviga Systems,closed,SF Bay Area,Campbell,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,1,0,0,low_medium,low,low,high,low,1,0,0,1,0
14903,1831,CakeStyle,closed,Chicago,Chicago,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+06,0,0,0,low_medium,low,low,high,low,1,0,0,1,0
14904,5326,Inhale Digital,closed,SF Bay Area,San Francisco,2,1100000,2.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300000,1,1.666666667,0,low_medium,high,low,high,low,1,1,0,1,0
14905,268,Adhere2Care,closed,Atlanta,Peachtree City,1,0,3.00E+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+05,0,0,0,low,low,low,low,low,0,0,0,0,0
14906,6422,LugIron Software,closed,Austin,Austin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14907,1218,Beezag,closed,New York City,New York,2,750000,2500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5750000,1,2,0,high_medium,high,low,high,medium,2,1,0,1,1
14908,4727,Grows Up,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14909,12170,walkby,closed,Chicago,Chicago,2,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,1,0.666666667,0,low_medium,low,low,low,low,1,0,0,0,0
14910,10107,Smallaa,closed,SF Bay Area,San Jose,1,0,3.00E+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+06,1,0,0,low_medium,low,low,low,medium,1,0,0,0,1
14911,5086,Hygeia Personal Care Products,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,low,low,low,low,low,0,0,0,0,0
14912,8448,Plato Networks,closed,SF Bay Area,Santa Clara,3,0,27500000,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,57027669,1,2.833333333,0,high,high,high,low,high,3,1,1,0,2
14913,12688,Zenring,closed,SF Bay Area,Palo Alto,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00E+05,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14914,10036,Six Degrees Games,closed,Los Angeles,Marina Del Rey,3,0,17999998,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31999998,0,2.75,0,high,high,high,low,high,3,1,1,0,2
14915,7217,MyCabbage,closed,Chicago,Chicago,2,0,950000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550000,0,1.416666667,0,low_medium,high,low,low,low,1,1,0,0,0
14916,7087,Moonshoot,closed,SF Bay Area,Palo Alto,2,0,6760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6760000,1,2.083333333,0,high_medium,high,low,low,medium,2,1,0,0,1
14917,1980,Carticipate,closed,SF Bay Area,San Francisco,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,1,0,0,low,low,low,low,low,0,0,0,0,0
14918,9273,Reviewspotter,closed,New York City,New York,1,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E+05,1,0,0,low,low,low,low,low,0,0,0,0,0
14919,1794,BuzzDash,closed,Los Angeles,Marina Del Rey,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1,0,0,low_medium,low,low,low,low,1,0,0,0,0
14920,4555,GoingOn,closed,SF Bay Area,San Francisco,3,950000,7550000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9850000,1,5.5,0,high_medium,high,high,high,medium,2,1,1,1,1
14921,9873,Shocking Technologies,closed,SF Bay Area,San Jose,6,0,55900000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,101300000,1,5.083333333,0,high,high,high,low,high,3,1,1,0,2
14922,6896,Minekey,closed,SF Bay Area,Sunnyvale,2,600000,3.00E+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6600000,1,0.666666667,0,high_medium,low,low,high,medium,2,0,0,1,1
14923,7289,Nalace Corporation,closed,Atlanta,Lawrenceville,1,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,low,low,low,low,low,0,0,0,0,0
14924,555,Amadesa,closed,Chicago,Evanston,2,0,12800000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25600000,1,3.833333333,0,high,high,low,low,medium,3,1,0,0,1
14925,6406,LSA Sports,closed,New York City,New York,1,0,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,low,low,low,low,low,0,0,0,0,0
14926,8243,People Capital,closed,New York City,New York,1,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,low_medium,low,low,low,medium,1,0,0,0,1
14927,2975,Dazzling Beauty Group,closed,SF Bay Area,San Francisco,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,1,0,0,low,low,low,low,low,0,0,0,0,0
14928,2408,ClrTouch,closed,New York City,Brooklyn,1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1,0,0,low,low,low,low,low,0,0,0,0,0
14929,5613,Jacent Technologies,closed,SF Bay Area,Santa Clara,2,0,13700000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20400000,1,1.75,0,high_medium,high,low,low,high,2,1,0,0,2
