"","name","status","region","city","funding_rounds","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","total_investment","market_type","diff_funding_year","status_label","total_investment_label","diff_funding_year_label","funding_rounds_label","seed_label","venture_label","total_investment_cde","diff_funding_year_cde","funding_rounds_cde","seed_cde","venture_cde"
"1940","CardMunch","acquired","SF Bay Area","Mountain View",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,"low","low","low","low","low",0,0,0,0,0
"1941","Cardo Medical","operating","Los Angeles","Beverly Hills",1,0,6215250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215250,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1942","CarDomain Network","acquired","Seattle","Seattle",1,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6e+06,0,0,2,"high_medium","low","low","low","medium",2,0,0,0,1
"1943","Cardpool","acquired","SF Bay Area","San Francisco",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"low","low","low","low","low",0,0,0,0,0
"1944","CardStar","acquired","Boston","Boston",3,0,1750000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3780882,1,1.41666666666667,2,"high_medium","high","high","low","medium",2,1,1,0,1
"1945","Care at Hand","operating","SF Bay Area","San Francisco",2,1350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,1,1.33333333333333,1,"low_medium","high","low","high","low",1,1,0,1,0
"1946","Care Team Connect","operating","Chicago","Evanston",3,0,5523227,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8832393,1,1.66666666666667,1,"high_medium","high","high","low","medium",2,1,1,0,1
"1947","Care.com","operating","Boston","Waltham",6,0,110800000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,221600000,1,5.66666666666667,1,"high","high","high","low","high",3,1,1,0,2
"1948","CareDox","operating","SF Bay Area","Palo Alto",2,2489905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039845,0,3.25,1,"high_medium","high","low","high","low",2,1,0,1,0
"1949","CareerStarter","operating","Chicago","Chicago",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,0,0.0833333333333333,1,"low_medium","low","low","low","low",1,0,0,0,0
"1950","CareFlash","operating","Austin","Austin",1,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1951","CareinSync","acquired","SF Bay Area","Santa Clara",3,0,2600000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4200000,1,1.16666666666667,2,"high_medium","low","high","low","medium",2,0,1,0,1
"1952","CareLinx","operating","SF Bay Area","San Mateo",2,1500000,4246508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9993016,1,1.91666666666667,1,"high_medium","high","low","high","medium",2,1,0,1,1
"1953","CareLuLu","operating","SF Bay Area","San Francisco",1,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1954","Caremerge","operating","Chicago","Chicago",1,0,2100000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4200000,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1955","CareMessage","operating","SF Bay Area","San Francisco",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3700000,0,0,1,"high_medium","low","low","low","low",2,0,0,0,0
"1956","Carena","operating","Seattle","Seattle",3,0,1.4e+07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31334450,0,4.16666666666667,1,"high","high","high","low","high",3,1,1,0,2
"1957","Carepeutics","operating","Seattle","Seattle",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e+05,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"1958","CareSimply","closed","SF Bay Area","San Francisco",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"low","low","low","low","low",0,0,0,0,0
"1959","CareXtend","operating","Chicago","Chicago",1,1210332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210332,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1960","CareZone","operating","Seattle","Seattle",1,0,1.3e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3e+07,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1961","Cargomatic","operating","Los Angeles","Venice",1,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1962","Carhoots.com","operating","SF Bay Area","San Francisco",1,240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"1963","CarHound","closed","Los Angeles","Pasadena",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,0,0,"low","low","low","low","low",0,0,0,0,0
"1964","Caribbean Telecom Partners","operating","Atlanta","Marietta",1,0,6150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6150000,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1965","Caribou Biosciences","operating","SF Bay Area","Berkeley",1,0,2914942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2914942,1,0,1,"low_medium","low","low","low","medium",1,0,0,0,1
"1966","Cariloop","operating","Austin","Austin",2,435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435000,1,0.666666666666667,1,"low_medium","low","low","high","low",1,0,0,1,0
"1967","Caringo","operating","Austin","Austin",2,0,6932079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6932079,1,4.16666666666667,1,"high_medium","high","low","low","medium",2,1,0,0,1
"1968","Carlypso","operating","SF Bay Area","San Carlos",2,1320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000,1,0.75,1,"low_medium","low","low","high","low",1,0,0,1,0
"1969","Carmenta Bioscience","operating","SF Bay Area","Palo Alto",1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1970","Carmot Therapeutics","operating","SF Bay Area","San Francisco",2,0,2050158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050158,1,2.16666666666667,1,"low_medium","high","low","low","medium",1,1,0,0,1
"1971","Carnival","operating","New York City","New York",1,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1972","Carnot Compression","operating","SF Bay Area","Scotts Valley",1,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e+05,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1973","Carrier IQ","operating","SF Bay Area","Sunnyvale",3,0,4.2e+07,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8.4e+07,1,3.83333333333333,1,"high","high","high","low","high",3,1,1,0,2
"1974","Carsabi","operating","SF Bay Area","San Francisco",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"1975","Cartavi","acquired","Chicago","Naperville",1,1230000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000,1,0,2,"low_medium","low","low","high","low",1,0,0,1,0
"1976","CartCrunch","operating","Boston","Cambridge",4,718000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313000,1,2.08333333333333,1,"low_medium","high","high","high","low",1,1,1,1,0
"1977","Carte Blanche","operating","New York City","New York",1,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"1978","Cartera Commerce","operating","Boston","Lexington",6,0,44120664,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,65320664,0,6.16666666666667,1,"high","high","high","low","high",3,1,1,0,2
"1979","Carticept Medical","operating","Atlanta","Alpharetta",2,0,3e+07,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6e+07,0,1.83333333333333,1,"high","high","low","low","high",3,1,0,0,2
"1980","Carticipate","closed","SF Bay Area","San Francisco",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,1,0,0,"low","low","low","low","low",0,0,0,0,0
"1981","Cartilix","operating","SF Bay Area","Foster City",1,0,6350000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12700000,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1982","Cartiva","operating","Atlanta","Alpharetta",2,0,4300000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10100000,1,0.416666666666667,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1983","CartoDB","operating","New York City","New York",1,0,8e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.6e+07,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"1984","Cartoon Doll Emporium","operating","New York City","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"1985","Cartup Commerce","operating","SF Bay Area","San Francisco",1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"1986","CarWoo!","closed","SF Bay Area","Burlingame",4,350000,10500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21350000,1,2.5,0,"high_medium","high","high","high","medium",2,1,1,1,1
"1987","CarZen","acquired","New York City","New York",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,0,0,2,"low_medium","low","low","low","low",1,0,0,0,0
"1988","Casa Systems","operating","Boston","Andover",2,0,99614399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,196074717,1,0.833333333333333,1,"high","low","low","low","high",3,0,0,0,2
"1989","Casabi","acquired","SF Bay Area","Campbell",3,0,18799999,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,37599998,1,3.25,2,"high","high","high","low","high",3,1,1,0,2
"1990","Case Commons","operating","New York City","New York",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"1991","CaseMetrix","operating","Atlanta","Decatur",1,0,65529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65529,0,0,1,"low","low","low","low","low",0,0,0,0,0
"1992","Casenet","operating","Boston","Bedford",6,0,23064207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31564207,1,2.16666666666667,1,"high","high","high","low","high",3,1,1,0,2
"1993","CaseRails","operating","New York City","New York",2,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570000,0,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"1994","CaseReader","operating","SF Bay Area","San Ramon",1,0,2385262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385262,1,0,1,"low_medium","low","low","low","medium",1,0,0,0,1
"1995","CaseStack","operating","Los Angeles","Santa Monica",2,0,104641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104641,0,0.166666666666667,1,"low_medium","low","low","low","low",1,0,0,0,0
"1996","Casetext","operating","SF Bay Area","Palo Alto",1,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,0,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"1997","Cash Check Card","operating","SF Bay Area","San Jose",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"1998","CashBet","operating","SF Bay Area","Oakland",2,200000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900000,1,2.08333333333333,1,"low_medium","high","low","low","low",1,1,0,0,0
"1999","CashEdge","acquired","New York City","New York",3,0,25320000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50320000,0,3.91666666666667,2,"high","high","high","low","high",3,1,1,0,2
"2000","Cashier Live","operating","Chicago","Chicago",1,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+05,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2001","Casinity","operating","SF Bay Area","San Francisco",1,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2002","Cask","operating","SF Bay Area","Palo Alto",2,2500000,1e+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22500000,1,0.75,1,"high","low","low","high","medium",3,0,0,1,1
"2003","Casmul","operating","SF Bay Area","Palo Alto",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2004","Casper","operating","New York City","New York",2,1850000,13100000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28050000,1,0.5,1,"high","low","low","high","medium",3,0,0,1,1
"2005","Cassatt","acquired","SF Bay Area","San Jose",1,0,1.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3e+07,1,0,2,"high","low","low","low","high",3,0,0,0,2
"2006","Cast Iron Systems","acquired","SF Bay Area","Mountain View",3,0,32999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,63499997,1,4.33333333333333,2,"high","high","high","low","high",3,1,1,0,2
"2007","Castlerock REO","operating","New York City","White Plains",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"2008","Castlight Health","operating","SF Bay Area","San Francisco",3,0,176999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,336999999,1,2.58333333333333,1,"high","high","high","low","high",3,1,1,0,2
"2009","CastTV","acquired","SF Bay Area","San Francisco",2,0,3100000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6200000,0,1.25,2,"high_medium","low","low","low","medium",2,0,0,0,1
"2010","Casual Collective","operating","SF Bay Area","San Francisco",1,0,17500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500002,1,0,1,"high_medium","low","low","low","high",2,0,0,0,2
"2011","Casualing","operating","SF Bay Area","San Francisco",2,1250000,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560000,1,0.166666666666667,1,"low_medium","low","low","high","low",1,0,0,1,0
"2012","Catabasis Pharmaceuticals","operating","Boston","Cambridge",8,0,102900000,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,201010000,1,3.75,1,"high","high","high","low","high",3,1,1,0,2
"2013","Catalog Spree","operating","SF Bay Area","Mountain View",2,1300000,6500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14300000,1,0.666666666666667,1,"high_medium","low","low","high","medium",2,0,0,1,1
"2014","Catalyst Energy Technology","operating","Seattle","Sequim",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+05,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2015","Catalyst Mobile","operating","SF Bay Area","Emeryville",1,0,1e+07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2e+07,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2016","Catamaran","operating","SF Bay Area","San Jose",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2017","CATASYS","operating","Los Angeles","Los Angeles",10,5186000,6639000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13480000,1,3.16666666666667,1,"high_medium","high","high","high","medium",2,1,1,1,1
"2018","Catavolt","operating","Atlanta","Alpharetta",2,0,6500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3e+07,1,0.833333333333333,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2019","Catbird","operating","SF Bay Area","Scotts Valley",2,0,1.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2e+07,0,0.583333333333333,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2020","Catch Media","operating","Los Angeles","Los Angeles",1,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2021","Catch.com","acquired","SF Bay Area","San Francisco",2,2300000,7e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16300000,1,0.666666666666667,2,"high_medium","low","low","high","medium",2,0,0,1,1
"2022","Catchafire","operating","New York City","New York",2,0,2599984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599984,0,4.08333333333333,1,"low_medium","high","low","low","medium",1,1,0,0,1
"2023","Catchpoint Systems","operating","New York City","New York",4,0,10765001,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19965002,1,4,1,"high_medium","high","high","low","medium",2,1,1,0,1
"2024","Categorical","operating","New York City","New York",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,1,"low","low","low","low","low",0,0,0,0,0
"2025","CaterCow","operating","New York City","New York",1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"2026","Causata","acquired","SF Bay Area","San Francisco",2,0,15500000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.1e+07,1,2,2,"high","high","low","low","high",3,1,0,0,2
"2027","Causecast","operating","Los Angeles","Los Angeles",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"2028","CausePlay","operating","Los Angeles","Manhattan Beach",1,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"2029","Causes","acquired","SF Bay Area","San Francisco",3,0,16350000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,32700000,1,3.75,2,"high","high","high","low","high",3,1,1,0,2
"2030","Caustic Graphics","operating","SF Bay Area","San Francisco",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3099200,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"2031","Cavendish Kinetics","operating","SF Bay Area","San Jose",3,0,32500000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.8e+07,1,8.5,1,"high","high","high","low","high",3,1,1,0,2
"2032","Caviar","acquired","SF Bay Area","San Francisco",2,2000000,1.3e+07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.8e+07,0,1.25,2,"high","low","low","high","medium",3,0,0,1,1
"2033","Cavium","operating","SF Bay Area","San Jose",3,0,74989194,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,108728424,1,3.91666666666667,1,"high","high","high","low","high",3,1,1,0,2
"2034","CayMay Education","operating","SF Bay Area","San Francisco",2,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,1,"low","low","low","low","low",0,0,0,0,0
"2035","Cazena","operating","Boston","Waltham",1,0,8e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.6e+07,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2036","Cazoomi","operating","SF Bay Area","San Francisco",1,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2037","C‹R","operating","Los Angeles","Santa Monica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"low","low","low","low","low",0,0,0,0,0
"2038","CBG Holdings","operating","Austin","Austin",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11000001,1,0,1,"high_medium","low","low","low","low",2,0,0,0,0
"2039","CCBR-SYNARC","operating","SF Bay Area","Newark",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2040","CDC Software","operating","Atlanta","Atlanta",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e+07,1,1.91666666666667,1,"high","high","high","low","low",3,1,1,0,0
"2041","CDNetworks","operating","SF Bay Area","San Jose",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96500000,0,0,1,"high","low","low","low","low",3,0,0,0,0
"2042","CE Interactive","operating","New York City","New York",4,0,2398464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4398464,1,5.33333333333333,1,"high_medium","high","high","low","medium",2,1,1,0,1
"2043","Ceannate","operating","Chicago","Rolling Meadows",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"low","low","low","low","low",0,0,0,0,0
"2044","Cearna","operating","Chicago","Naperville",1,0,706388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706388,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"2045","Cedar Point Communications","acquired","Austin","Del Valle",2,0,1.5e+07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2e+07,1,4.25,2,"high","high","low","low","high",3,1,0,0,2
"2046","Celebrations.com","operating","New York City","New York",3,500000,2750000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6800000,1,1.83333333333333,1,"high_medium","high","high","high","medium",2,1,1,1,1
"2047","Celery","operating","SF Bay Area","San Francisco",1,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,"low_medium","low","low","high","low",1,0,0,1,0
"2048","Celestial Semiconductor","acquired","SF Bay Area","San Jose",1,0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,2,"low_medium","low","low","low","medium",1,0,0,0,1
"2049","Cell Genesys","operating","SF Bay Area","Hayward",1,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310000,0,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"2050","Cell Therapeutics","operating","Seattle","Seattle",5,0,34060000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85060000,1,4.25,1,"high","high","high","low","high",3,1,1,0,2
"2051","Cellay","operating","Boston","Cambridge",1,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"2052","CellBiosciences","acquired","SF Bay Area","Santa Clara",6,0,85249999,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,166499998,1,4.75,2,"high","high","high","low","high",3,1,1,0,2
"2053","CellCeuticals Skin Care","operating","Los Angeles","Beverly Hills",2,0,6518637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7585475,0,0.416666666666667,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2054","Cellfire","acquired","SF Bay Area","San Jose",3,0,2.6e+07,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5.2e+07,0,3.08333333333333,2,"high","high","high","low","high",3,1,1,0,2
"2055","Cellmax","operating","SF Bay Area","Mountain View",1,0,5e+06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1e+07,0,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2056","CellScape","operating","SF Bay Area","Newark",6,0,12800000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23700000,0,4,1,"high","high","high","low","medium",3,1,1,0,1
"2057","CellScope","operating","SF Bay Area","San Francisco",3,2120000,3500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9120000,1,2.5,1,"high_medium","high","high","high","medium",2,1,1,1,1
"2058","CellSpin","operating","SF Bay Area","San Jose",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,1,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"2059","Cellufun","operating","New York City","New York",5,0,4920000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11014076,0,5,1,"high_medium","high","high","low","medium",2,1,1,0,1
"2060","Cellular Biomedicine Group (CBMG)","operating","SF Bay Area","Palo Alto",2,0,9913001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9913001,1,0.666666666666667,1,"high_medium","low","low","low","medium",2,0,0,0,1
"2061","Cellwitch","operating","New York City","New York",1,0,587140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587140,0,0,1,"low_medium","low","low","low","low",1,0,0,0,0
"2062","Cellworks","operating","SF Bay Area","San Jose",3,1000000,16517561,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34035122,1,3.58333333333333,1,"high","high","high","high","high",3,1,1,1,2
"2063","Celmatix","operating","New York City","New York",3,0,6318976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6318976,1,1.91666666666667,1,"high_medium","high","high","low","medium",2,1,1,0,1
"2064","Celtra Inc.","operating","Boston","Cambridge",3,1200000,9e+06,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19200000,1,3.58333333333333,1,"high_medium","high","high","high","medium",2,1,1,1,1
"2065","Cemaphore Systems","acquired","SF Bay Area","San Mateo",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185000,1,0,2,"low_medium","low","low","low","low",1,0,0,0,0
"2066","Cenoplex","operating","Austin","Austin",1,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e+06,1,0,1,"low_medium","low","low","low","medium",1,0,0,0,1
"2067","Centage Corporation","operating","Boston","Natick",1,0,9500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.9e+07,1,0,1,"high_medium","low","low","low","medium",2,0,0,0,1
